REGION,PORT,SPECIES,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
14,VALDIVIA,CABALLA, -   , -   , -   , -   , -   , -   , -   ,27, -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CHANCHARRO, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CONGRIO NEGRO, -   , -   , -   , -   , -   , -   , -   ,3, -   ,2, -   , -   , -   , -   , -   
14,VALDIVIA,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   , -   
14,VALDIVIA,JUREL, -   , -   , -   , -   , -   , -   , -   ,858, -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,MERLUZA COMUN, -   , -   , -   , -   , -   , -   , -   ,"2,178","1,798","3,416","2,454",664,465,602, -   
14,VALDIVIA,PEJEGALLO, -   , -   , -   , -   , -   , -   , -   ,134,47, -   , -   , -   , -   , -   , -   
14,VALDIVIA,REINETA, -   , -   , -   , -   , -   , -   , -   ,40,1, -   , -   , -   , -   , -   , -   
14,VALDIVIA,SARDINA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   ,16,3,139, -   , -   , -   
14,VALDIVIA,SIERRA, -   , -   , -   , -   , -   , -   , -   ,8, -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,VINCIGUERRIA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,408, -   , -   
10,ANCUD,ANCHOVETA, -   , -   , -   , -   ,228, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,BACALAO DE PROFUNDIDAD,46,2, -   ,3, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,CABALLA, -   , -   , -   , -   ,63, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,CAMARON NAILON, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,CENTOLLA,5,24, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,98, -   , -   , -   , -   
10,ANCUD,JUREL, -   , -   , -   , -   ,69, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,ANCUD,MERLUZA DE COLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11, -   , -   , -   , -   
10,ANCUD,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,19, -   , -   , -   , -   
10,ANCUD,REINETA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
10,CALBUCO,ANCHOVETA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,370",383, -   , -   , -   
10,CALBUCO,CENTOLLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
10,CALBUCO,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,311,171, -   , -   
10,CALBUCO,MERLUZA DE COLA, -   , -   , -   , -   , -   , -   ,121, -   , -   ,563, -   ,"2,225","5,881", -   , -   
10,CALBUCO,SARDINA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"21,199","3,115", -   , -   , -   
14,CORRAL,ANCHOVETA, -   ,"11,100","7,943","5,824","3,649","12,137","13,399", -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,BACALADILLO O MOTE, -   , -   , -   , -   , -   ,22, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,BESUGO, -   , -   , -   , -   , -   ,2,4, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,CABALLA, -   ,"3,489","2,462","2,462","6,703","2,282","3,350", -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,CENTOLLA, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,CHANCHARRO, -   , -   , -   , -   ,5,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,COCHINILLA, -   , -   , -   , -   , -   ,159, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,COJINOBA DEL NORTE, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,COJINOBA DEL SUR, -   , -   ,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,JUREL, -   ,"25,956","26,743","14,829","21,508","14,281","33,559", -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,MACHUELO O TRITRE, -   ,20,81, -   , -   , -   ,79, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,MERLUZA COMUN, -   ,23,1, -   ,603,"1,396",661, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,MERLUZA DE COLA, -   ,"6,852","1,713",14,"1,684",845,"1,040", -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   ,139,246, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,PEJEGALLO, -   , -   , -   , -   ,46,4,1, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,RAYA ESPINOSA, -   , -   , -   , -   , -   ,3,1, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,RAYA VOLANTIN, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,REINETA, -   , -   , -   , -   ,32,30,1, -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,RONCACHO, -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,SARDINA COMUN, -   ,"18,924","8,162","5,067","5,750","14,424","11,951", -   , -   , -   , -   , -   , -   , -   , -   
14,CORRAL,SIERRA, -   , -   ,55, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,ANCHOVETA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,21, -   , -   , -   , -   , -   
10,PUERTO MONTT,ALFONSINO,285, -   , -   ,105, -   , -   , -   ,20, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,BACALAO DE PROFUNDIDAD,102,63, -   ,14,3,2,18, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,BESUGO,2, -   , -   , -   ,4,6, -   ,3, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CENTOLLA,224,198,155,116,94,47,59,132,102,104,130,115,86,15,20
10,PUERTO MONTT,CHANCHARRO,7, -   , -   , -   ,1,8,5,3, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,COJINOBA DEL NORTE,13,4, -   ,3, -   , -   ,7,2, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,COJINOBA DEL SUR,10,4, -   ,3,1,2,18,5, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,COJINOBA MOTEADA, -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CONGRIO DORADO,374,182,8,41,17,11,188,23, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,DORADO DE ALTURA, -   , -   , -   , -   ,6, -   , -   ,11, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,JUREL,1, -   ,333, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,MERLUZA COMUN,82, -   , -   , -   ,522,667,850,642, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,MERLUZA DE COLA,27,689,63,16,605,"2,620","2,774","1,378", -   , -   , -   , -   ,104, -   , -   
10,PUERTO MONTT,MERLUZA DE TRES ALETAS, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,MERLUZA DEL SUR O AUSTRAL,921,130,41,172,77,466,233,331, -   , -   , -   , -   ,29, -   , -   
10,PUERTO MONTT,PALOMETA,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,PEJEGALLO, -   , -   , -   , -   ,4,5,9, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,PEJERRATA, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,PESCADO NO CLASIFICADO,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,RAYA VOLANTIN,123,12,2,1, -   ,2,2,5, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,REINETA, -   , -   , -   , -   ,8,7,7,7, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,TOLLO,8, -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,BACALAO DE PROFUNDIDAD,166,63,34,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,BESUGO, -   , -   , -   , -   , -   ,3,8, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,CENTOLLA, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
10,QUELLON,COJINOBA DEL NORTE, -   , -   , -   , -   ,16, -   ,7, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,COJINOBA DEL SUR, -   , -   , -   , -   ,15,9,4,15, -   , -   , -   , -   , -   , -   , -   
10,QUELLON,COJINOBA MOTEADA, -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,CONGRIO DORADO, -   , -   , -   , -   ,2,1,1,3, -   , -   ,1, -   , -   , -   , -   
10,QUELLON,DORADO DE ALTURA, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,MERLUZA COMUN, -   , -   , -   , -   , -   ,31,9, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,MERLUZA DE COLA, -   , -   , -   , -   ,984,"4,695","2,461","1,878", -   , -   ,87, -   , -   , -   , -   
10,QUELLON,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   ,98,311,100,71, -   , -   , -   , -   , -   , -   , -   
10,QUELLON,RAYA VOLANTIN, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
10,QUELLON,REINETA, -   , -   , -   , -   ,4,11,7,1, -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,ANCHOVETA,"9,453", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,BACALAO DE PROFUNDIDAD,32,19, -   ,4, -   ,2,7, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CABALLA,87, -   , -   , -   ,135, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CABRILLA, -   , -   , -   , -   ,2,9,1, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CENTOLLA,122, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CHANCHARRO, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,COJINOBA DEL SUR, -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,CONGRIO NEGRO, -   , -   , -   , -   ,1,5, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,JIBIA O CALAMAR ROJO, -   , -   , -   , -   ,1,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,JUREL,"10,999", -   , -   , -   ,463, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,MERLUZA COMUN,367, -   , -   , -   ,"2,414","3,152",839, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,MERLUZA DE COLA,11, -   , -   , -   ,36, -   ,81, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   ,15, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,PEJEGALLO, -   , -   , -   , -   ,60,82,10, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,RAYA VOLANTIN,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,REINETA, -   , -   , -   , -   ,4,29,16, -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,SARDINA COMUN,"37,667", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,SARDINA ESPA헲LA,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
14,VALDIVIA,SIERRA,1, -   , -   , -   ,2,4, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,ALFONSINO,111,1, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,BACALAO DE PROFUNDIDAD,22, -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,BESUGO,15,34,7, -   , -   ,22, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,BLANQUILLO,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,BROTULA,24,37,18,2,392,760,367,3, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CABRILLA,10,1, -   , -   , -   ,1,4, -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CABRILLA COMUN,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CALAMAR,1, -   ,14, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CHANCHARRO,14,57,10,9,13,35,53,76, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,COJINOBA DEL NORTE,246,366,388,203,511,155,419,10, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,COJINOBA DEL SUR,210,145,155,202,139,146,132,20, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,COJINOBA MOTEADA, -   , -   , -   , -   , -   ,2,21,415,56, -   , -   , -   , -   , -   , -   
11,AYSEN,CONGRIO COLORADO,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CONGRIO DORADO,"1,628","1,982","1,623",876,711,178,736,216,7, -   , -   , -   , -   , -   , -   
11,AYSEN,CONGRIO NEGRO,1, -   , -   , -   ,1,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,DORADO DE ALTURA, -   , -   , -   , -   ,3,4,2,2,1, -   , -   , -   , -   , -   , -   
11,AYSEN,JIBIA O CALAMAR ROJO,1,1, -   , -   ,37,22,4, -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,MERLUZA COMUN,844,446,67,120,35,37,10,3, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,MERLUZA DE COLA,766,"8,333","10,488","12,843","17,041","14,970","14,055","10,529","6,395",491, -   , -   , -   , -   , -   
11,AYSEN,MERLUZA DE TRES ALETAS,2, -   , -   , -   ,70,67,495, -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,MERLUZA DEL SUR O AUSTRAL,"7,235","5,587","4,726","4,483","3,614","3,924","2,935","2,353","1,800",95, -   , -   , -   , -   , -   
11,AYSEN,ORANGE ROUGHY,334, -   , -   ,1,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,PALOMETA,4, -   ,2,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,PEJEGALLO,10,2,5,4,2,3,1, -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,PESCADO NO CLASIFICADO,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,RAYA VOLANTIN,193,205,122,106,106,49, -   ,60, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,REINETA,25,12,9,1,32,26,52,77,14, -   , -   , -   , -   , -   , -   
11,AYSEN,SIERRA, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,TOLLO,7,9,1,1,4,13,35,26,8, -   , -   , -   , -   , -   , -   
11,CHACABUCO,BROTULA, -   , -   , -   , -   , -   , -   , -   ,5,1,5,3,5,1,5,37
11,CHACABUCO,CABRILLA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
11,CHACABUCO,CHANCHARRO, -   , -   , -   , -   , -   , -   , -   ,58,26,28,19,95,25,6,1
11,CHACABUCO,COJINOBA DEL NORTE, -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   ,1, -   , -   
11,CHACABUCO,COJINOBA DEL SUR, -   , -   , -   , -   , -   , -   , -   ,28,35,18,13,13,24,29, -   
11,CHACABUCO,COJINOBA DEL SUR O AZUL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
11,CHACABUCO,COJINOBA MOTEADA, -   , -   , -   , -   , -   , -   , -   ,180,120,394,174,296,301,637,580
11,CHACABUCO,CONGRIO DORADO, -   , -   , -   , -   , -   , -   , -   ,186,180,165,531,382,359,189,62
11,CHACABUCO,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,477,"1,857",56,99,13
11,CHACABUCO,MERLUZA COMUN, -   , -   , -   , -   , -   , -   , -   , -   ,1,1,9,1, -   , -   , -   
11,CHACABUCO,MERLUZA DE COLA, -   , -   , -   , -   , -   , -   ,78,817,"8,453","15,168","16,465","11,551","8,927","11,691","11,839"
11,CHACABUCO,MERLUZA DE TRES ALETAS, -   , -   , -   , -   , -   , -   , -   , -   ,57, -   ,1,120,269,"1,384","1,127"
11,CHACABUCO,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   ,341,"2,103","3,453","3,702","3,691","4,347","6,081","2,861"
11,CHACABUCO,RAYA VOLANTIN, -   , -   , -   , -   , -   , -   , -   ,37,81,7, -   ,141, -   , -   , -   
11,CHACABUCO,REINETA, -   , -   , -   , -   , -   , -   , -   ,6,23,77,56,"2,979","2,359",666,"2,871"
11,CHACABUCO,TOLLO, -   , -   , -   , -   , -   , -   , -   ,10,16,3,1, -   ,4, -   , -   
11,CHACABUCO,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13,3, -   , -   
11,CISNES,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   ,779, -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,BACALAO DE PROFUNDIDAD, -   , -   , -   ,7, -   ,3,96, -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO WILLIAMS,BACALAO DE PROFUNDIDAD, -   ,38,80,63,52, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUNTA ARENAS,BACALAO DE PROFUNDIDAD,440,76,40,3,13, -   ,13, -   , -   , -   , -   , -   , -   , -   , -   
12,PUNTA ARENAS,CONGRIO DORADO,34, -   ,35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUNTA ARENAS,MERLUZA DEL SUR O AUSTRAL, -   , -   ,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUNTA ARENAS,ORANGE ROUGHY,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
